"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","35","GET /pokemon/0 — возвращает 404","","2026-05-13","passed","2026-05-13","","Pokemon API","",""
"","120","GET /pokemon/bulbasaur — smoke test","","2026-05-13","passed","2026-05-13","","Pokemon API","",""
"","6392","Проверка отображения пустой корзины","","2026-05-13","passed","2026-05-13","","Отображение пустой козины","",""
"","17315","Проверка пользовательского пути: добавление, удаление товара","","2026-05-13","passed","2026-05-13","","Добавление, удаление товара","",""
"","300","GET /pokemon?limit=10 — возвращает 10 покемонов","","2026-05-13","passed","2026-05-13","","Pokemon API","",""
"","6522","Проверки отображения корзины с товаром","","2026-05-13","passed","2026-05-13","","Отображение корзины с товаром","",""
